FAMILIA,GRUPO,ARTÍCULO,NOMBRE,IMPORTE
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.180,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C1S,48.40 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.181,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C2,20.33 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.182,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C2 ACTIVIDAD HEMOLÍTICA,89.80 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.183,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C3,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.184,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C4,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.185,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C5,14.72 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.186,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C6,89.80 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.187,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C7,48.40 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.188,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C8,48.40 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.189,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO C9,20.33 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.190,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FACTOR B,31.56 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.191,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FACTOR C3 ALOTIPOS,134.70 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.192,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FACTOR D ACTIVIDAD HEMOLÍTICA,134.70 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.193,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FACTOR H,89.80 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.194,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FACTOR I,89.80 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.195,LABORATORIO. ANÁLISIS CLINICOS: COMPLEMENTO FUNCIONALIDAD DEL INHIBIDOR DEL COMPLEJO C1,112.25 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.196,LABORATORIO. ANÁLISIS CLINICOS: COPROCULTIVO,15.25 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.197,LABORATORIO. ANÁLISIS CLINICOS: CORTISOL,9.32 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.198,LABORATORIO. ANÁLISIS CLINICOS: CORTISOL LIBRE (ORINA),9.32 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.199,LABORATORIO. ANÁLISIS CLINICOS: COXIELLA BURNETTI ANTICUERPOS IGG/IGM,82.18 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.200,LABORATORIO. ANÁLISIS CLINICOS: CREATININA,0.47 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.201,LABORATORIO. ANÁLISIS CLINICOS: CREATINKINASA,1.40 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.202,LABORATORIO. ANÁLISIS CLINICOS: CREATINKINASA ISOENZIMAS,6.99 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.203,LABORATORIO. ANÁLISIS CLINICOS: CREATINKINASA MB,2.33 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.204,LABORATORIO. ANÁLISIS CLINICOS: CRIOAGLUTININAS DESPISTAJE,11.91 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.205,LABORATORIO. ANÁLISIS CLINICOS: CRIOAGLUTININAS TITULACION,15.89 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.206,LABORATORIO. ANÁLISIS CLINICOS: CRIOFIBRINOGENO,15.89 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.207,LABORATORIO. ANÁLISIS CLINICOS: CRIOGLOBULINAS,18.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.208,LABORATORIO. ANÁLISIS CLINICOS: CRISTALES ESTUDIO (L.SINOVIAL),5.82 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.209,LABORATORIO. ANÁLISIS CLINICOS: CUERPOS DE HEINZ ESPONTANEOS,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.210,LABORATORIO. ANÁLISIS CLINICOS: CUERPOS DE HEINZ INDUCIDOS,9.27 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.211,LABORATORIO. ANÁLISIS CLINICOS: CUERPOS REDUCTORES (ORINA),2.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.212,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE HONGOS,18.98 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.213,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PRECURSORES GRANULOMONOCÍTICOS DE MEDULA OSEA (M.O),79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.214,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PRECURSORES GRANULOMONOCÍTICOS DE SANGRE,79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.215,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES ERITROIDES DE MEDULA OSEA (M.O),79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.216,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES ERITROIDES DE SANGRE PERIFERICA,79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.217,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES MEGACARIOCÍTICOS DE MEDULA OSEA (M.O),79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.218,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES MEGACARIOCÍTICOS DE SANGRE,79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.219,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES MIXTOS GFC-GEMML DE SANGRE,79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.220,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO DE PROGENITORES MIXTOS GFC-GEMML.MEDULA OSEA (M.O),79.43 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.221,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO MIXTO LINFOCITARIO,1122.54 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.222,LABORATORIO. ANÁLISIS CLINICOS: CULTIVO VIRUS,63.37 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.223,LABORATORIO. ANÁLISIS CLINICOS: CURVA DE DISOCIACION OXIGENO-HEMOGLOBINA,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.224,LABORATORIO. ANÁLISIS CLINICOS: DEHIDROEPIANDROSTERONA SULFATO.,9.32 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.225,LABORATORIO. ANÁLISIS CLINICOS: DEHIDROTESTOSTERONA,9.32 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.226,LABORATORIO. ANÁLISIS CLINICOS: DELTA AMINOLEVULÍNICO ACIDO,17.47 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.227,LABORATORIO. ANÁLISIS CLINICOS: DEOXICORTISOL,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.228,LABORATORIO. ANÁLISIS CLINICOS: DESOXIPIRIDINOLINA,17.47 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.229,LABORATORIO. ANÁLISIS CLINICOS: DIGESTION DE PRINCIPIOS INMEDIATOS (HECES),6.99 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.230,LABORATORIO. ANÁLISIS CLINICOS: DIGOXINA,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.231,LABORATORIO. ANÁLISIS CLINICOS: DIMERO-D,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.232,LABORATORIO. ANÁLISIS CLINICOS: D-XILOSA,5.30 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.233,LABORATORIO. ANÁLISIS CLINICOS: ELASTASA LIBRE,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.234,LABORATORIO. ANÁLISIS CLINICOS: ENOLASA NEURONAL ESPECIFICA,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.235,LABORATORIO. ANÁLISIS CLINICOS: ENZIMA CONVERTIDOR DE ANGIOTENSINA,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.236,LABORATORIO. ANÁLISIS CLINICOS: EPSTEIN-BARR: PAUL BUNNELL,3.97 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.237,LABORATORIO. ANÁLISIS CLINICOS: ERITROPOYETINA,11.12 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.238,LABORATORIO. ANÁLISIS CLINICOS: ESTERASAS ESPECIFICAS (M.O),37.07 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.239,LABORATORIO. ANÁLISIS CLINICOS: ESTERASAS INESPECIFICAS (M.O),37.07 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.240,LABORATORIO. ANÁLISIS CLINICOS: ESTRIOL,17.47 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.241,LABORATORIO. ANÁLISIS CLINICOS: ESTUDIO DE PATERNIDAD,1234.79 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.242,LABORATORIO. ANÁLISIS CLINICOS: ETANOL,4.71 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.243,LABORATORIO. ANÁLISIS CLINICOS: ETOSUXIMIDA,11.65 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.244,LABORATORIO. ANÁLISIS CLINICOS: EXAMEN MICROBIOLÓGICO EN FRESCO,5.76 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.245,LABORATORIO. ANÁLISIS CLINICOS: EXAMEN MICROBIOLÓGICO PREVIA TINCIÓN,10.17 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.246,LABORATORIO. ANÁLISIS CLINICOS: FACTOR 4 PLAQUETARIO,10.59 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.247,LABORATORIO. ANÁLISIS CLINICOS: FACTOR REUMATOIDEO,7.94 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.248,LABORATORIO. ANÁLISIS CLINICOS: FACTOR IV. LEIDEN,132.38 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.249,LABORATORIO. ANÁLISIS CLINICOS: FACTOR IV. LEIDEN. GENOTIPO,132.38 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.250,LABORATORIO. ANÁLISIS CLINICOS: FACTOR VIII ANTIGÉNICO,132.38 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.251,LABORATORIO. ANÁLISIS CLINICOS: FACTOR VON WILLEBRAND ANTIGENO,13.24 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.252,LABORATORIO. ANÁLISIS CLINICOS: FACTOR VON WILLEBRAND COFACTOR DE LA RISTOCETINA,26.48 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.253,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPAJE DE LEUCEMIAS AGUDAS (LÍQUIDOS BIOLÓGICOS),473.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.254,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPAJE DE LEUCEMIAS CRÓNICAS (LÍQUIDOS BIOLÓGICOS),417.78 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.255,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPAJE DE LINFOMAS (LÍQUIDOS BIOLÓGICOS Y BIOPSIAS),417.78 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.256,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE CELULAS PROGENITORES HEMOPOYÉTICOS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.257,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE GRANULOCITOS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.258,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE LEUCEMIAS Y LINFOMAS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.259,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE LINFOCITOS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.260,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE MONOCITOS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.261,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO DE PLAQUETAS,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.262,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO ERITROCITARIO,105.90 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.263,LABORATORIO. ANÁLISIS CLINICOS: FENOTIPO RH (COMPLETO),6.62 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.264,LABORATORIO. ANÁLISIS CLINICOS: FERRITINA,9.95 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.265,LABORATORIO. ANÁLISIS CLINICOS: FIBRINÓGENO,5.30 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.266,LABORATORIO. ANÁLISIS CLINICOS: FIBRINÓGENO ANTIGÉNICO,13.24 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.267,LABORATORIO. ANÁLISIS CLINICOS: FIBRINOPÉPTIDO A,10.59 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.268,LABORATORIO. ANÁLISIS CLINICOS: FOLATO INTRAERITROCITARIO,15.09 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.269,LABORATORIO. ANÁLISIS CLINICOS: FOLATOS,9.29 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.1.3.1.270,LABORATORIO. ANÁLISIS CLINICOS: FOSFATASA ACIDA (M.O),37.07 
