LTLA_name,LTLA_code,specimen_date,n,percent,sgtf,total,conf_low,conf_high
Liverpool,E08000012,11/12/2021,177,82.71,Cases with confirmed S-gene,214,76.82317588,87.3913599
Liverpool,E08000012,11/12/2021,37,17.29,Cases with confirmed SGTF,214,12.6086401,23.17682412
Liverpool,E08000012,12/12/2021,136,73.91,Cases with confirmed S-gene,184,66.83880343,79.96787905
Liverpool,E08000012,12/12/2021,48,26.09,Cases with confirmed SGTF,184,20.03212095,33.16119657
Liverpool,E08000012,13/12/2021,216,69.01,Cases with confirmed S-gene,313,63.51690358,74.0270418
Liverpool,E08000012,13/12/2021,97,30.99,Cases with confirmed SGTF,313,25.9729582,36.48309642
Luton,E06000032,25/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Luton,E06000032,29/11/2021,109,99.09,Cases with confirmed S-gene,110,94.3059104,99.95252705
Luton,E06000032,29/11/2021,1,0.91,Cases with confirmed SGTF,110,0.047472954,5.694089595
Luton,E06000032,09/12/2021,89,76.07,Cases with confirmed S-gene,117,67.12934031,83.2604014
Luton,E06000032,09/12/2021,28,23.93,Cases with confirmed SGTF,117,16.7395986,32.87065969
Luton,E06000032,10/12/2021,77,68.14,Cases with confirmed S-gene,113,58.61819601,76.41181119
Luton,E06000032,10/12/2021,36,31.86,Cases with confirmed SGTF,113,23.58818881,41.38180399
Manchester,E08000003,01/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
Manchester,E08000003,04/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Manchester,E08000003,05/11/2021,164,100,Cases with confirmed S-gene,164,97.14729471,100
Manchester,E08000003,06/11/2021,153,100,Cases with confirmed S-gene,153,96.9472783,100
Manchester,E08000003,07/11/2021,136,100,Cases with confirmed S-gene,136,96.57628893,100
Manchester,E08000003,08/11/2021,198,100,Cases with confirmed S-gene,198,97.62772496,100
Manchester,E08000003,09/11/2021,239,99.58,Cases with confirmed S-gene,240,97.33877171,99.9782461
Manchester,E08000003,09/11/2021,1,0.42,Cases with confirmed SGTF,240,0.021753898,2.661228289
Manchester,E08000003,10/11/2021,188,100,Cases with confirmed S-gene,188,97.50409526,100
Manchester,E08000003,11/11/2021,242,99.59,Cases with confirmed S-gene,243,97.37108573,99.97851472
Manchester,E08000003,11/11/2021,1,0.41,Cases with confirmed SGTF,243,0.021485285,2.628914268
Manchester,E08000003,12/11/2021,194,99.49,Cases with confirmed S-gene,195,96.73718782,99.97322488
Manchester,E08000003,12/11/2021,1,0.51,Cases with confirmed SGTF,195,0.026775119,3.262812181
Manchester,E08000003,13/11/2021,164,100,Cases with confirmed S-gene,164,97.14729471,100
Manchester,E08000003,14/11/2021,148,100,Cases with confirmed S-gene,148,96.84678448,100
Manchester,E08000003,15/11/2021,271,100,Cases with confirmed S-gene,271,98.25771902,100
Manchester,E08000003,16/11/2021,256,100,Cases with confirmed S-gene,256,98.15715836,100
Manchester,E08000003,17/11/2021,241,100,Cases with confirmed S-gene,241,98.0442784,100
Manchester,E08000003,18/11/2021,254,100,Cases with confirmed S-gene,254,98.1428664,100
Manchester,E08000003,19/11/2021,236,99.58,Cases with confirmed S-gene,237,97.30565342,99.97797069
Manchester,E08000003,19/11/2021,1,0.42,Cases with confirmed SGTF,237,0.022029313,2.694346575
Manchester,E08000003,20/11/2021,151,100,Cases with confirmed S-gene,151,96.90785936,100
Manchester,E08000003,21/11/2021,164,100,Cases with confirmed S-gene,164,97.14729471,100
Manchester,E08000003,22/11/2021,267,100,Cases with confirmed S-gene,267,98.23199178,100
Manchester,E08000003,23/11/2021,261,100,Cases with confirmed S-gene,261,98.19194404,100
Manchester,E08000003,24/11/2021,246,100,Cases with confirmed S-gene,246,98.0834108,100
Manchester,E08000003,25/11/2021,215,99.54,Cases with confirmed S-gene,216,97.04854316,99.97582853
Manchester,E08000003,25/11/2021,1,0.46,Cases with confirmed SGTF,216,0.024171472,2.951456838
Manchester,E08000003,26/11/2021,182,100,Cases with confirmed S-gene,182,97.42353266,100
Manchester,E08000003,27/11/2021,169,99.41,Cases with confirmed S-gene,170,96.26857679,99.96928638
Manchester,E08000003,27/11/2021,1,0.59,Cases with confirmed SGTF,170,0.030713618,3.731423206
Manchester,E08000003,28/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
Manchester,E08000003,29/11/2021,232,99.57,Cases with confirmed S-gene,233,97.26019186,99.97759243
Manchester,E08000003,29/11/2021,1,0.43,Cases with confirmed SGTF,233,0.022407568,2.739808142
Manchester,E08000003,30/11/2021,278,98.58,Cases with confirmed S-gene,282,96.16205236,99.54465153
Manchester,E08000003,30/11/2021,4,1.42,Cases with confirmed SGTF,282,0.45534847,3.837947641
Manchester,E08000003,01/12/2021,289,98.63,Cases with confirmed S-gene,293,96.30389113,99.56178145
Manchester,E08000003,01/12/2021,4,1.37,Cases with confirmed SGTF,293,0.438218548,3.69610887
Manchester,E08000003,02/12/2021,237,96.73,Cases with confirmed S-gene,245,93.42777255,98.47383738
Manchester,E08000003,02/12/2021,8,3.27,Cases with confirmed SGTF,245,1.526162616,6.572227449
Manchester,E08000003,03/12/2021,227,95.78,Cases with confirmed S-gene,237,92.14430573,97.84166249
Manchester,E08000003,03/12/2021,10,4.22,Cases with confirmed SGTF,237,2.158337514,7.855694267
Manchester,E08000003,05/12/2021,173,96.11,Cases with confirmed S-gene,180,91.83245074,98.28535009
Manchester,E08000003,05/12/2021,7,3.89,Cases with confirmed SGTF,180,1.714649906,8.167549258
Manchester,E08000003,06/12/2021,177,89.39,Cases with confirmed S-gene,198,84.04021077,93.16205214
Manchester,E08000003,06/12/2021,21,10.61,Cases with confirmed SGTF,198,6.837947855,15.95978923
Manchester,E08000003,07/12/2021,179,81.36,Cases with confirmed S-gene,220,75.44918338,86.15471555
Manchester,E08000003,07/12/2021,41,18.64,Cases with confirmed SGTF,220,13.84528445,24.55081662
Manchester,E08000003,08/12/2021,134,76.14,Cases with confirmed S-gene,176,69.02075793,82.08577779
Manchester,E08000003,08/12/2021,42,23.86,Cases with confirmed SGTF,176,17.91422221,30.97924207
Manchester,E08000003,09/12/2021,95,74.8,Cases with confirmed S-gene,127,66.18149753,81.89391279
Manchester,E08000003,09/12/2021,32,25.2,Cases with confirmed SGTF,127,18.10608721,33.81850247
Manchester,E08000003,10/12/2021,197,62.94,Cases with confirmed S-gene,313,57.29971702,68.25581258
Manchester,E08000003,10/12/2021,116,37.06,Cases with confirmed SGTF,313,31.74418742,42.70028298
Manchester,E08000003,11/12/2021,142,50.71,Cases with confirmed S-gene,280,44.71204631,56.69660552
Manchester,E08000003,11/12/2021,138,49.29,Cases with confirmed SGTF,280,43.30339448,55.28795369
Manchester,E08000003,12/12/2021,150,43.86,Cases with confirmed S-gene,342,38.55500677,49.30447094
Manchester,E08000003,12/12/2021,192,56.14,Cases with confirmed SGTF,342,50.69552906,61.44499323
Manchester,E08000003,13/12/2021,77,39.29,Cases with confirmed S-gene,196,32.47480387,46.52374947
Manchester,E08000003,13/12/2021,119,60.71,Cases with confirmed SGTF,196,53.47625053,67.52519613
Medway,E06000035,08/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Medway,E06000035,15/11/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Medway,E06000035,17/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Medway,E06000035,18/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Medway,E06000035,21/11/2021,134,98.53,Cases with confirmed S-gene,136,94.24893429,99.74487408
Medway,E06000035,21/11/2021,2,1.47,Cases with confirmed SGTF,136,0.255125924,5.75106571
Medway,E06000035,22/11/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
Medway,E06000035,23/11/2021,142,100,Cases with confirmed S-gene,142,96.71709912,100
Medway,E06000035,25/11/2021,183,100,Cases with confirmed S-gene,183,97.43731899,100
Medway,E06000035,26/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Medway,E06000035,29/11/2021,174,99.43,Cases with confirmed S-gene,175,96.37276644,99.97016413
Medway,E06000035,29/11/2021,1,0.57,Cases with confirmed SGTF,175,0.029835873,3.627233564
Medway,E06000035,30/11/2021,183,99.46,Cases with confirmed S-gene,184,96.54634745,99.97162383
Medway,E06000035,30/11/2021,1,0.54,Cases with confirmed SGTF,184,0.028376174,3.453652549
Medway,E06000035,01/12/2021,141,99.3,Cases with confirmed S-gene,142,95.55330477,99.96322837
Medway,E06000035,01/12/2021,1,0.7,Cases with confirmed SGTF,142,0.036771631,4.44669523
Medway,E06000035,02/12/2021,139,99.29,Cases with confirmed S-gene,140,95.49157568,99.9627029
Medway,E06000035,02/12/2021,1,0.71,Cases with confirmed SGTF,140,0.037297099,4.50842432
Medway,E06000035,03/12/2021,113,98.26,Cases with confirmed S-gene,115,93.23643375,99.69819769
Medway,E06000035,03/12/2021,2,1.74,Cases with confirmed SGTF,115,0.301802305,6.763566254
Medway,E06000035,04/12/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Medway,E06000035,06/12/2021,139,92.05,Cases with confirmed S-gene,151,86.22488144,95.64084232
Medway,E06000035,06/12/2021,12,7.95,Cases with confirmed SGTF,151,4.35915768,13.77511856
Medway,E06000035,07/12/2021,178,89.9,Cases with confirmed S-gene,198,84.62176933,93.56845846
Medway,E06000035,07/12/2021,20,10.1,Cases with confirmed SGTF,198,6.431541544,15.37823067
Medway,E06000035,08/12/2021,136,86.62,Cases with confirmed S-gene,157,80.05534901,91.34163997
Medway,E06000035,08/12/2021,21,13.38,Cases with confirmed SGTF,157,8.658360033,19.94465099
Medway,E06000035,09/12/2021,149,84.18,Cases with confirmed S-gene,177,77.77317859,89.06145799
Medway,E06000035,09/12/2021,28,15.82,Cases with confirmed SGTF,177,10.93854201,22.22682141
Medway,E06000035,10/12/2021,129,82.69,Cases with confirmed S-gene,156,75.63539226,88.09476413
Medway,E06000035,10/12/2021,27,17.31,Cases with confirmed SGTF,156,11.90523587,24.36460774
Medway,E06000035,12/12/2021,80,68.38,Cases with confirmed S-gene,117,59.03802424,76.48762481
Medway,E06000035,12/12/2021,37,31.62,Cases with confirmed SGTF,117,23.51237519,40.96197576
Medway,E06000035,13/12/2021,120,62.5,Cases with confirmed S-gene,192,55.20560706,69.28556124
Medway,E06000035,13/12/2021,72,37.5,Cases with confirmed SGTF,192,30.71443876,44.79439294
Mid Sussex,E07000228,15/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Milton Keynes,E06000042,01/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Milton Keynes,E06000042,09/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Milton Keynes,E06000042,10/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Milton Keynes,E06000042,12/11/2021,102,100,Cases with confirmed S-gene,102,95.4769423,100
Milton Keynes,E06000042,15/11/2021,152,100,Cases with confirmed S-gene,152,96.92769526,100
Milton Keynes,E06000042,21/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
Milton Keynes,E06000042,22/11/2021,137,100,Cases with confirmed S-gene,137,96.60059017,100
Milton Keynes,E06000042,23/11/2021,166,100,Cases with confirmed S-gene,166,97.18087851,100
Milton Keynes,E06000042,24/11/2021,135,100,Cases with confirmed S-gene,135,96.55163774,100
Milton Keynes,E06000042,25/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
Milton Keynes,E06000042,26/11/2021,101,99.02,Cases with confirmed S-gene,102,93.87647518,99.94880213
Milton Keynes,E06000042,26/11/2021,1,0.98,Cases with confirmed SGTF,102,0.05119787,6.123524822
Milton Keynes,E06000042,29/11/2021,113,98.26,Cases with confirmed S-gene,115,93.23643375,99.69819769
Milton Keynes,E06000042,29/11/2021,2,1.74,Cases with confirmed SGTF,115,0.301802305,6.763566254
Milton Keynes,E06000042,30/11/2021,165,100,Cases with confirmed S-gene,165,97.16418604,100
Milton Keynes,E06000042,01/12/2021,179,100,Cases with confirmed S-gene,179,97.38126908,100
Milton Keynes,E06000042,02/12/2021,121,96.8,Cases with confirmed S-gene,125,91.51499114,98.96997845
Milton Keynes,E06000042,02/12/2021,4,3.2,Cases with confirmed SGTF,125,1.030021552,8.485008858
Milton Keynes,E06000042,03/12/2021,145,100,Cases with confirmed S-gene,145,96.78324834,100
Milton Keynes,E06000042,04/12/2021,156,98.73,Cases with confirmed S-gene,158,95.02861238,99.78044682
Milton Keynes,E06000042,04/12/2021,2,1.27,Cases with confirmed SGTF,158,0.21955318,4.97138762
Milton Keynes,E06000042,05/12/2021,116,96.67,Cases with confirmed S-gene,120,91.17473694,98.92684473
Milton Keynes,E06000042,05/12/2021,4,3.33,Cases with confirmed SGTF,120,1.073155267,8.825263057
Milton Keynes,E06000042,06/12/2021,209,98.58,Cases with confirmed S-gene,212,95.58324404,99.63382484
Milton Keynes,E06000042,06/12/2021,3,1.42,Cases with confirmed SGTF,212,0.366175161,4.416755964
Milton Keynes,E06000042,07/12/2021,151,94.97,Cases with confirmed S-gene,159,89.98868668,97.64169083
Milton Keynes,E06000042,07/12/2021,8,5.03,Cases with confirmed SGTF,159,2.358309171,10.01131332
Milton Keynes,E06000042,08/12/2021,158,87.78,Cases with confirmed S-gene,180,81.87199417,92.01532978
Milton Keynes,E06000042,08/12/2021,22,12.22,Cases with confirmed SGTF,180,7.984670224,18.12800583
Milton Keynes,E06000042,09/12/2021,169,84.08,Cases with confirmed S-gene,201,78.11485394,88.7043641
Milton Keynes,E06000042,09/12/2021,32,15.92,Cases with confirmed SGTF,201,11.2956359,21.88514606
Milton Keynes,E06000042,10/12/2021,150,84.27,Cases with confirmed S-gene,178,77.89262524,89.12424189
Milton Keynes,E06000042,10/12/2021,28,15.73,Cases with confirmed SGTF,178,10.87575811,22.10737476
Milton Keynes,E06000042,11/12/2021,165,77.46,Cases with confirmed S-gene,213,71.1453425,82.77093316
Milton Keynes,E06000042,11/12/2021,48,22.54,Cases with confirmed SGTF,213,17.22906684,28.8546575
Milton Keynes,E06000042,12/12/2021,94,65.73,Cases with confirmed S-gene,143,57.27684818,73.3319823
Milton Keynes,E06000042,12/12/2021,49,34.27,Cases with confirmed SGTF,143,26.6680177,42.72315182
Milton Keynes,E06000042,13/12/2021,119,57.49,Cases with confirmed S-gene,207,50.43528924,64.25800648
Milton Keynes,E06000042,13/12/2021,88,42.51,Cases with confirmed SGTF,207,35.74199352,49.56471076
Newark and Sherwood,E07000175,22/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Newcastle upon Tyne,E08000021,01/11/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
Newcastle upon Tyne,E08000021,08/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Newcastle upon Tyne,E08000021,10/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Newcastle upon Tyne,E08000021,11/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Newcastle upon Tyne,E08000021,12/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Newcastle upon Tyne,E08000021,15/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Newcastle upon Tyne,E08000021,16/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Newcastle upon Tyne,E08000021,17/11/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
Newcastle upon Tyne,E08000021,18/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
Newcastle upon Tyne,E08000021,19/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Newcastle upon Tyne,E08000021,20/11/2021,128,100,Cases with confirmed S-gene,128,96.36861248,100
Newcastle upon Tyne,E08000021,21/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Newcastle upon Tyne,E08000021,22/11/2021,185,100,Cases with confirmed S-gene,185,97.46445373,100
Newcastle upon Tyne,E08000021,23/11/2021,171,100,Cases with confirmed S-gene,171,97.26147744,100
Newcastle upon Tyne,E08000021,24/11/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
Newcastle upon Tyne,E08000021,25/11/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
Newcastle upon Tyne,E08000021,26/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Newcastle upon Tyne,E08000021,28/11/2021,140,100,Cases with confirmed S-gene,140,96.67146721,100
Newcastle upon Tyne,E08000021,29/11/2021,179,100,Cases with confirmed S-gene,179,97.38126908,100
Newcastle upon Tyne,E08000021,30/11/2021,161,100,Cases with confirmed S-gene,161,97.09539144,100
Newcastle upon Tyne,E08000021,01/12/2021,155,100,Cases with confirmed S-gene,155,96.98570487,100
Newcastle upon Tyne,E08000021,02/12/2021,165,100,Cases with confirmed S-gene,165,97.16418604,100
Newcastle upon Tyne,E08000021,03/12/2021,149,99.33,Cases with confirmed S-gene,150,95.78419571,99.96519008
Newcastle upon Tyne,E08000021,03/12/2021,1,0.67,Cases with confirmed SGTF,150,0.034809923,4.215804295
Newcastle upon Tyne,E08000021,05/12/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
Newcastle upon Tyne,E08000021,06/12/2021,175,100,Cases with confirmed S-gene,175,97.32271256,100
Newcastle upon Tyne,E08000021,07/12/2021,158,100,Cases with confirmed S-gene,158,97.04156448,100
Newcastle upon Tyne,E08000021,08/12/2021,194,99.49,Cases with confirmed S-gene,195,96.73718782,99.97322488
Newcastle upon Tyne,E08000021,08/12/2021,1,0.51,Cases with confirmed SGTF,195,0.026775119,3.262812181
Newcastle upon Tyne,E08000021,09/12/2021,166,97.08,Cases with confirmed S-gene,171,92.94575804,98.91860076
Newcastle upon Tyne,E08000021,09/12/2021,5,2.92,Cases with confirmed SGTF,171,1.081399239,7.054241961
Newcastle upon Tyne,E08000021,10/12/2021,130,91.55,Cases with confirmed S-gene,142,85.38732563,95.36086285
Newcastle upon Tyne,E08000021,10/12/2021,12,8.45,Cases with confirmed SGTF,142,4.639137147,14.61267437
Newcastle upon Tyne,E08000021,11/12/2021,123,89.78,Cases with confirmed S-gene,137,83.1478915,94.09356215
Newcastle upon Tyne,E08000021,11/12/2021,14,10.22,Cases with confirmed SGTF,137,5.906437854,16.8521085
Newcastle upon Tyne,E08000021,13/12/2021,125,76.69,Cases with confirmed S-gene,163,69.29940314,82.78876576
Newcastle upon Tyne,E08000021,13/12/2021,38,23.31,Cases with confirmed SGTF,163,17.21123424,30.70059686
Newham,E09000025,07/12/2021,99,73.33,Cases with confirmed S-gene,135,64.91248569,80.40003557
Newham,E09000025,07/12/2021,36,26.67,Cases with confirmed SGTF,135,19.59996443,35.08751431
Newham,E09000025,08/12/2021,58,53.7,Cases with confirmed S-gene,108,43.8817242,63.25895047
Newham,E09000025,08/12/2021,50,46.3,Cases with confirmed SGTF,108,36.74104953,56.1182758
Newham,E09000025,09/12/2021,97,56.73,Cases with confirmed S-gene,171,48.94032218,64.20294724
Newham,E09000025,09/12/2021,74,43.27,Cases with confirmed SGTF,171,35.79705276,51.05967782
Newham,E09000025,10/12/2021,93,45.15,Cases with confirmed S-gene,206,38.26574667,52.20953753
Newham,E09000025,10/12/2021,113,54.85,Cases with confirmed SGTF,206,47.79046247,61.73425333
Newham,E09000025,13/12/2021,31,28.18,Cases with confirmed S-gene,110,20.2214096,37.69264076
Newham,E09000025,13/12/2021,79,71.82,Cases with confirmed SGTF,110,62.30735924,79.7785904
North East Lincolnshire,E06000012,08/11/2021,114,100,Cases with confirmed S-gene,114,95.93735542,100
North East Lincolnshire,E06000012,09/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
North East Lincolnshire,E06000012,10/11/2021,119,100,Cases with confirmed S-gene,119,96.10265585,100
North East Lincolnshire,E06000012,11/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
North East Lincolnshire,E06000012,12/11/2021,108,100,Cases with confirmed S-gene,108,95.71949364,100
North East Lincolnshire,E06000012,15/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
North East Lincolnshire,E06000012,16/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
North East Lincolnshire,E06000012,17/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
North East Lincolnshire,E06000012,18/11/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
North East Lincolnshire,E06000012,19/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
North East Lincolnshire,E06000012,22/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
North East Lincolnshire,E06000012,23/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
North East Lincolnshire,E06000012,24/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
North East Lincolnshire,E06000012,26/11/2021,114,99.13,Cases with confirmed S-gene,115,94.54500759,99.95459185
North East Lincolnshire,E06000012,26/11/2021,1,0.87,Cases with confirmed SGTF,115,0.045408152,5.45499241
North East Lincolnshire,E06000012,29/11/2021,194,100,Cases with confirmed S-gene,194,97.57977249,100
North East Lincolnshire,E06000012,30/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
North East Lincolnshire,E06000012,01/12/2021,141,100,Cases with confirmed S-gene,141,96.69444064,100
North East Lincolnshire,E06000012,02/12/2021,129,100,Cases with confirmed S-gene,129,96.39593948,100
North East Lincolnshire,E06000012,03/12/2021,118,100,Cases with confirmed S-gene,118,96.07068069,100
North East Lincolnshire,E06000012,05/12/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
North East Lincolnshire,E06000012,06/12/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
North East Lincolnshire,E06000012,07/12/2021,119,100,Cases with confirmed S-gene,119,96.10265585,100
North East Lincolnshire,E06000012,08/12/2021,113,98.26,Cases with confirmed S-gene,115,93.23643375,99.69819769
North East Lincolnshire,E06000012,08/12/2021,2,1.74,Cases with confirmed SGTF,115,0.301802305,6.763566254
North Lincolnshire,E06000013,01/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
North Lincolnshire,E06000013,09/11/2021,102,100,Cases with confirmed S-gene,102,95.4769423,100
North Lincolnshire,E06000013,11/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
North Lincolnshire,E06000013,12/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
North Lincolnshire,E06000013,15/11/2021,169,100,Cases with confirmed S-gene,169,97.2297973,100
North Lincolnshire,E06000013,16/11/2021,120,100,Cases with confirmed S-gene,120,96.13411481,100
North Lincolnshire,E06000013,17/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
North Lincolnshire,E06000013,18/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
North Lincolnshire,E06000013,29/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
North Lincolnshire,E06000013,02/12/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
North Lincolnshire,E06000013,06/12/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
North Northamptonshire,E06000061,02/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
North Northamptonshire,E06000061,08/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
North Northamptonshire,E06000061,09/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
North Northamptonshire,E06000061,10/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
North Northamptonshire,E06000061,14/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
North Northamptonshire,E06000061,15/11/2021,213,100,Cases with confirmed S-gene,213,97.79179373,100
North Northamptonshire,E06000061,16/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
North Northamptonshire,E06000061,17/11/2021,145,100,Cases with confirmed S-gene,145,96.78324834,100
North Northamptonshire,E06000061,19/11/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
North Northamptonshire,E06000061,20/11/2021,136,100,Cases with confirmed S-gene,136,96.57628893,100
North Northamptonshire,E06000061,21/11/2021,169,98.26,Cases with confirmed S-gene,172,94.58210278,99.54846429
North Northamptonshire,E06000061,21/11/2021,3,1.74,Cases with confirmed SGTF,172,0.451535713,5.417897225
North Northamptonshire,E06000061,22/11/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
North Northamptonshire,E06000061,23/11/2021,233,100,Cases with confirmed S-gene,233,97.97823049,100
North Northamptonshire,E06000061,24/11/2021,155,99.36,Cases with confirmed S-gene,156,95.942219,99.96652928
North Northamptonshire,E06000061,24/11/2021,1,0.64,Cases with confirmed SGTF,156,0.033470717,4.057781004
North Northamptonshire,E06000061,25/11/2021,206,99.52,Cases with confirmed S-gene,207,96.92269147,99.97477738
North Northamptonshire,E06000061,25/11/2021,1,0.48,Cases with confirmed SGTF,207,0.025222621,3.077308531
North Northamptonshire,E06000061,26/11/2021,107,99.07,Cases with confirmed S-gene,108,94.20429859,99.95164757
North Northamptonshire,E06000061,26/11/2021,1,0.93,Cases with confirmed SGTF,108,0.048352428,5.795701412
North Northamptonshire,E06000061,28/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
North Northamptonshire,E06000061,29/11/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
North Northamptonshire,E06000061,30/11/2021,166,99.4,Cases with confirmed S-gene,167,96.20313966,99.9687345
North Northamptonshire,E06000061,30/11/2021,1,0.6,Cases with confirmed SGTF,167,0.031265499,3.796860335
North Northamptonshire,E06000061,01/12/2021,172,100,Cases with confirmed S-gene,172,97.27704733,100
North Northamptonshire,E06000061,02/12/2021,118,99.16,Cases with confirmed S-gene,119,94.72229887,99.95611872
North Northamptonshire,E06000061,02/12/2021,1,0.84,Cases with confirmed SGTF,119,0.043881284,5.277701126
North Northamptonshire,E06000061,03/12/2021,137,98.56,Cases with confirmed S-gene,139,94.3693517,99.75038901
North Northamptonshire,E06000061,03/12/2021,2,1.44,Cases with confirmed SGTF,139,0.249610993,5.630648302
North Northamptonshire,E06000061,04/12/2021,144,99.31,Cases with confirmed S-gene,145,95.64279286,99.96398938
North Northamptonshire,E06000061,04/12/2021,1,0.69,Cases with confirmed SGTF,145,0.036010616,4.357207137
North Northamptonshire,E06000061,05/12/2021,110,96.49,Cases with confirmed S-gene,114,90.7286032,98.8700632
North Northamptonshire,E06000061,05/12/2021,4,3.51,Cases with confirmed SGTF,114,1.129936803,9.271396805
North Northamptonshire,E06000061,06/12/2021,148,94.87,Cases with confirmed S-gene,156,89.80257406,97.59596339
North Northamptonshire,E06000061,06/12/2021,8,5.13,Cases with confirmed SGTF,156,2.404036613,10.19742594
North Northamptonshire,E06000061,07/12/2021,125,95.42,Cases with confirmed S-gene,131,89.87172366,98.12455155
North Northamptonshire,E06000061,07/12/2021,6,4.58,Cases with confirmed SGTF,131,1.875448453,10.12827634
North Northamptonshire,E06000061,08/12/2021,144,92.9,Cases with confirmed S-gene,155,87.34701876,96.22590069
North Northamptonshire,E06000061,08/12/2021,11,7.1,Cases with confirmed SGTF,155,3.774099313,12.65298124
North Northamptonshire,E06000061,09/12/2021,133,89.26,Cases with confirmed S-gene,149,82.87755424,93.54337938
North Northamptonshire,E06000061,09/12/2021,16,10.74,Cases with confirmed SGTF,149,6.456620617,17.12244576
North Northamptonshire,E06000061,10/12/2021,177,87.62,Cases with confirmed S-gene,202,82.08836721,91.67995019
North Northamptonshire,E06000061,10/12/2021,25,12.38,Cases with confirmed SGTF,202,8.320049811,17.91163279
North Northamptonshire,E06000061,11/12/2021,166,87.83,Cases with confirmed S-gene,189,82.10093286,91.9696566
North Northamptonshire,E06000061,11/12/2021,23,12.17,Cases with confirmed SGTF,189,8.030343402,17.89906714
North Northamptonshire,E06000061,13/12/2021,118,71.08,Cases with confirmed S-gene,166,63.45768455,77.71614191
North Northamptonshire,E06000061,13/12/2021,48,28.92,Cases with confirmed SGTF,166,22.28385809,36.54231545
